sentence_espanol,security,reliability,NFR_boolean,,,,,,
Los EHR o módulos EHR completos deben incluir la capacidad de realizar las siguientes funciones electrónicamente y de acuerdo con todos los estándares aplicables y especificaciones de implementación adoptadas en esta parte:,0,0,0,,,,,,
(a) Entrada de órdenes de proveedor computarizada.,0,0,0,,,,,,
Permitir que un usuario registre electrónicamente la recuperación de la tienda y modifique como mínimo los siguientes tipos de pedidos:,0,0,0,,,,,,
(1) Medicamentos;,0,0,0,,,,,,
(2) Laboratorio; y,0,0,0,,,,,,
(3) Radiología o imágenes.,0,0,0,,,,,,
(b) Prescripción electrónica.,0,0,0,,,,,,
Permitir a un usuario generar y transmitir electrónicamente recetas e información relacionada con recetas de acuerdo con:,0,0,0,,,,,,
(1) El estándar especificado en § 170.205(b)(1) o § 170.205(b)(2); y,0,0,0,,,,,,
(2) El estándar especificado en § 170.207(d).,0,0,0,,,,,,
(c) Registro demográfico.,0,0,0,,,,,,
"Permitir que un usuario registre electrónicamente, modifique y recupere datos demográficos del paciente, incluido el idioma preferido, el género, la raza, el origen étnico y la fecha de nacimiento.",0,0,0,,,,,,
Permitir que se registren la raza y el origen étnico de acuerdo con el estándar especificado en § 170.207(f).,0,0,0,,,,,,
(d) Recordatorios para los pacientes.,0,0,0,,,,,,
"Permitir que un usuario genere electrónicamente una lista de recordatorios de pacientes para atención preventiva o de seguimiento de acuerdo con las preferencias del paciente basándose, como mínimo, en los elementos de datos incluidos en:",0,0,0,,,,,,
(1) Lista de problemas;,0,0,0,,,,,,
(2) Lista de medicamentos;,0,0,0,,,,,,
(3) Lista de alergias a medicamentos;,0,0,0,,,,,,
(4) Demografía; y,0,0,0,,,,,,
(5) Resultados de pruebas de laboratorio.,0,0,0,,,,,,
(e) Apoyo a las decisiones clínicas: (1) Implementar reglas.,0,0,0,,,,,,
Implementar reglas electrónicas automatizadas de apoyo a las decisiones clínicas (además de la verificación de contraindicaciones de medicamentos y alergias a medicamentos) basadas en los elementos de datos incluidos en: lista de problemas; lista de medicamentos; demografía; y resultados de pruebas de laboratorio.,0,0,0,,,,,,
(2) Notificaciones.,0,0,0,,,,,,
Generar e indicar de forma automática y electrónica notificaciones en tiempo real y sugerencias de atención basadas en reglas de apoyo a las decisiones clínicas.,0,0,0,,,,,,
(f) Copia electrónica de la información de salud.,0,0,0,,,,,,
"Permita que un usuario cree una copia electrónica de la información clínica de un paciente, incluyendo como mínimo los resultados de las pruebas de diagnóstico, la lista de problemas, la lista de medicamentos y la lista de alergias a medicamentos en:",0,0,0,,,,,,
(1) formato legible por humanos; y,0,0,0,,,,,,
(2) En medios electrónicos o a través de algún otro medio electrónico de conformidad con:,0,0,0,,,,,,
(i) El estándar (y las especificaciones de implementación aplicables) especificado en § 170.205(a)(1) o § 170.205(a)(2); y,0,0,0,,,,,,
(ii) Para los siguientes elementos de datos se deberá utilizar la norma aplicable:,0,0,0,,,,,,
(A) Problemas.,0,0,0,,,,,,
"La norma especificada en § 170.207(a)(1) o, como mínimo, la versión de la norma especificada en § 170.207(a)(2);",0,0,0,,,,,,
(B) Resultados de las pruebas de laboratorio.,0,0,0,,,,,,
"Como mínimo, la versión de la norma especificada en § 170.207(c); y",0,0,0,,,,,,
(C) Medicamentos.,0,0,0,,,,,,
El estándar especificado en § 170.207(d).,0,0,0,,,,,,
g) Acceso oportuno.,0,0,0,,,,,,
"Permita que un usuario proporcione a los pacientes acceso en línea a su información clínica, incluida, como mínimo, los resultados de las pruebas de laboratorio, la lista de problemas, la lista de medicamentos y la lista de alergias a los medicamentos.",0,0,0,,,,,,
h) Resúmenes clínicos.,0,0,0,,,,,,
"Permita que un usuario proporcione resúmenes clínicos a los pacientes para cada visita al consultorio que incluyan, como mínimo, resultados de pruebas de diagnóstico, lista de problemas, lista de medicamentos y lista de alergias a medicamentos.",0,0,0,,,,,,
Si el resumen clínico se proporciona electrónicamente deberá ser:,0,0,0,,,,,,
(1) Proporcionado en formato legible por humanos; y,0,0,0,,,,,,
(2) Proporcionado en medios electrónicos o mediante algún otro medio electrónico de conformidad con:,0,0,0,,,,,,
(i) El estándar (y las especificaciones de implementación aplicables) especificado en § 170.205(a)(1) o § 170.205(a)(2); y,0,0,0,,,,,,
(ii) Para los siguientes elementos de datos se deberá utilizar la norma aplicable:,0,0,0,,,,,,
(A) Problemas.,0,0,0,,,,,,
"La norma especificada en § 170.207(a)(1) o, como mínimo, la versión de la norma especificada en § 170.207(a)(2);",0,0,0,,,,,,
(B) Resultados de las pruebas de laboratorio.,0,0,0,,,,,,
"Como mínimo, la versión de la norma especificada en § 170.207(c); y",0,0,0,,,,,,
(C) Medicamentos.,0,0,0,,,,,,
El estándar especificado en § 170.207(d).,0,0,0,,,,,,
(i) Intercambiar información clínica y registro resumido del paciente; (1) Recibir y mostrar electrónicamente.,0,0,0,,,,,,
"Recibir y mostrar electrónicamente el registro resumido de un paciente de otros proveedores y organizaciones, incluidos, como mínimo, resultados de pruebas de diagnóstico, lista de problemas, lista de medicamentos y lista de alergias a medicamentos de acuerdo con el estándar (y las especificaciones de implementación aplicables) especificado en § 170.205(a)(1) o § 170.205(a)(2).",0,0,0,,,,,,
"Al recibir un registro resumido del paciente formateado de acuerdo con el estándar alternativo, muéstrelo en formato legible por humanos.",0,0,0,,,,,,
(2) Transmitir electrónicamente.,0,0,0,,,,,,
"Permitir que un usuario transmita electrónicamente un registro resumido del paciente a otros proveedores y organizaciones, incluyendo como mínimo los resultados de las pruebas de diagnóstico, la lista de problemas, la lista de medicamentos y la lista de alergias a medicamentos de acuerdo con:",0,0,0,,,,,,
(i) El estándar (y las especificaciones de implementación aplicables) especificado en § 170.205(a)(1) o § 170.205(a)(2); y,0,0,0,,,,,,
(ii) Para los siguientes elementos de datos se deberá utilizar la norma aplicable:,0,0,0,,,,,,
(A) Problemas.,0,0,0,,,,,,
"La norma especificada en § 170.207(a)(1) o, como mínimo, la versión de la norma especificada en § 170.207(a)(2);",0,0,0,,,,,,
(B) Resultados de las pruebas de laboratorio.,0,0,0,,,,,,
"Como mínimo, la versión de la norma especificada en § 170.207(c); y",0,0,0,,,,,,
(C) Medicamentos.,0,0,0,,,,,,
El estándar especificado en § 170.207(d).,0,0,0,,,,,,
(j) Calcular y enviar medidas de calidad clínica: (1) Calcular (i) Calcular electrónicamente todas las medidas clínicas básicas especificadas por CMS para los profesionales elegibles.,0,0,0,,,,,,
"(ii) Calcular electrónicamente como mínimo tres medidas de calidad clínica especificadas por CMS para profesionales elegibles, además de aquellas medidas de calidad clínica especificadas en el párrafo (1)(i).",0,0,0,,,,,,
(2) Presentación.,0,0,0,,,,,,
Permitir que un usuario envíe electrónicamente medidas de calidad clínica calculadas de acuerdo con el estándar y las especificaciones de implementación especificadas en § 170.205(f).,0,0,0,,,,,,
§ 170.306 Criterios de certificación específicos para EHR completos o módulos de EHR diseñados para un entorno de hospitalización.,0,0,0,,,,,,
El Secretario adopta los siguientes criterios de certificación para EHR completos o módulos de EHR diseñados para ser utilizados en un entorno hospitalario.,0,0,0,,,,,,
Los EHR o módulos EHR completos deben incluir la capacidad de realizar las siguientes funciones electrónicamente y de acuerdo con todos los estándares aplicables y especificaciones de implementación adoptadas en esta parte:,0,0,0,,,,,,
(a) Entrada de órdenes de proveedor computarizada.,0,0,0,,,,,,
Permitir que un usuario registre electrónicamente la recuperación de la tienda y modifique como mínimo los siguientes tipos de pedidos:,0,0,0,,,,,,
(1) Medicamentos;,0,0,0,,,,,,
(2) Laboratorio; y,0,0,0,,,,,,
(3) Radiología o imágenes.,0,0,0,,,,,,
(b) Registro demográfico.,0,0,0,,,,,,
"Permitir que un usuario registre electrónicamente, modifique y recupere datos demográficos del paciente, incluido el idioma preferido, el género, la raza, el origen étnico, la fecha de nacimiento y la fecha y la causa preliminar de muerte en caso de mortalidad.",0,0,0,,,,,,
Permitir que se registren la raza y el origen étnico de acuerdo con el estándar especificado en § 170.207(f).,0,0,0,,,,,,
(c) Apoyo a las decisiones clínicas: (1) Implementar reglas.,0,0,0,,,,,,
Implementar reglas electrónicas automatizadas de apoyo a las decisiones clínicas (además de la verificación de contraindicaciones de medicamentos y alergias a medicamentos) basadas en los elementos de datos incluidos en: lista de problemas; lista de medicamentos; demografía; y resultados de pruebas de laboratorio.,0,0,0,,,,,,
(2) Notificaciones.,0,0,0,,,,,,
Generar e indicar de forma automática y electrónica notificaciones en tiempo real y sugerencias de atención basadas en reglas de apoyo a las decisiones clínicas.,0,0,0,,,,,,
(d) Copia electrónica de la información de salud.,0,0,0,,,,,,
"(1) Permitir que un usuario cree una copia electrónica de la información clínica de un paciente, incluidos, como mínimo, los resultados de las pruebas de diagnóstico, la lista de problemas, la lista de medicamentos, la lista de alergias a medicamentos y los procedimientos:",0,0,0,,,,,,
(i) En formato legible por humanos; y,0,0,0,,,,,,
(ii) En soporte electrónico o a través de algún otro medio electrónico de conformidad con:,0,0,0,,,,,,
(A) El estándar (y las especificaciones de implementación aplicables) especificado en § 170.205(a)(1) o § 170.205(a)(2); y,0,0,0,,,,,,
(B) Para los siguientes elementos de datos se deberá utilizar la norma aplicable:,0,0,0,,,,,,
( 1 ) Problemas.,0,0,0,,,,,,
"La norma especificada en § 170.207(a)(1) o, como mínimo, la versión de la norma especificada en § 170.207(a)(2);",0,0,0,,,,,,
( 2 ) Procedimientos.,0,0,0,,,,,,
El estándar especificado en § 170.207(b)(1) o § 170.207(b)(2);,0,0,0,,,,,,
( 3 ) Resultados de pruebas de laboratorio.,0,0,0,,,,,,
"Como mínimo, la versión de la norma especificada en § 170.207(c); y",0,0,0,,,,,,
( 4 ) Medicamentos.,0,0,0,,,,,,
El estándar especificado en § 170.207(d).,0,0,0,,,,,,
(2) Permitir a un usuario crear una copia electrónica del resumen de alta de un paciente en formato legible por humanos y en medios electrónicos o mediante algún otro medio electrónico.,0,0,0,,,,,,
(e) Copia electrónica de las instrucciones de alta.,0,0,0,,,,,,
Permitir a un usuario crear una copia electrónica de las instrucciones de alta de un paciente en formato legible por humanos en el momento del alta en medios electrónicos o mediante algún otro medio electrónico.,0,0,0,,,,,,
(f) Intercambiar información clínica y registro resumido del paciente; (1) Recibir y mostrar electrónicamente.,0,0,0,,,,,,
"Recibir y mostrar electrónicamente el registro resumido de un paciente de otros proveedores y organizaciones, incluidos, como mínimo, los resultados de las pruebas de diagnóstico, la lista de problemas, la lista de medicamentos, la lista de alergias a los medicamentos y los procedimientos de acuerdo con el estándar (y las especificaciones de implementación aplicables) especificados en § 170.205(a)(1) o § 170.205(a)(2).",0,0,0,,,,,,
"Al recibir un registro resumido del paciente formateado de acuerdo con el estándar alternativo, muéstrelo en formato legible por humanos.",0,0,0,,,,,,
(2) Transmitir electrónicamente.,0,0,0,,,,,,
"Permitir que un usuario transmita electrónicamente el registro resumido de un paciente a otros proveedores y organizaciones, incluidos, como mínimo, resultados de diagnóstico, lista de problemas, lista de medicamentos, lista de alergias a medicamentos y procedimientos de acuerdo con:",0,0,0,,,,,,
(i) El estándar (y las especificaciones de implementación aplicables) especificado en § 170.205(a)(1) o § 170.205(a)(2); y,0,0,0,,,,,,
(ii) Para los siguientes elementos de datos se deberá utilizar la norma aplicable:,0,0,0,,,,,,
(A) Problemas.,0,0,0,,,,,,
"La norma especificada en § 170.207(a)(1) o, como mínimo, la versión de la norma especificada en § 170.207(a)(2);",0,0,0,,,,,,
(B) Procedimientos.,0,0,0,,,,,,
El estándar especificado en § 170.207(b)(1) o § 170.207(b)(2);,0,0,0,,,,,,
(C) Resultados de las pruebas de laboratorio.,0,0,0,,,,,,
"Como mínimo, la versión de la norma especificada en § 170.207(c); y",0,0,0,,,,,,
(D) Medicamentos.,0,0,0,,,,,,
El estándar especificado en § 170.207(d).,0,0,0,,,,,,
(g) Resultados de laboratorio reportables.,0,0,0,,,,,,
"Registrar electrónicamente, modificar, recuperar y enviar resultados de laboratorio clínico notificables de acuerdo con el estándar (y las especificaciones de implementación aplicables) especificado en § 170.205(c) y, como mínimo, la versión del estándar especificado en § 170.207(c).",0,0,0,,,,,,
(h) Directivas anticipadas.,0,0,0,,,,,,
Permitir que un usuario registre electrónicamente si un paciente tiene una directiva anticipada.,0,0,0,,,,,,
(i) Calcular y presentar medidas de calidad clínica â(1) Calcular.,0,0,0,,,,,,
Calcule electrónicamente todas las medidas de calidad clínica especificadas por CMS para hospitales elegibles y hospitales de acceso crítico.,0,0,0,,,,,,
(2) Presentación.,0,0,0,,,,,,
Permitir que un usuario envíe electrónicamente medidas de calidad clínica calculadas de acuerdo con el estándar y las especificaciones de implementación especificadas en § 170.205(f).,0,0,0,,,,,,
§ 170.314 Edición 2014 Criterios de certificación de historia clínica electrónica.,0,0,0,,,,,,
El Secretario adopta los siguientes criterios de certificación para HCE Completos o Módulos de HCE.,0,0,0,,,,,,
"Los EHR o módulos EHR completos deben incluir la capacidad de realizar las siguientes funciones electrónicamente, a menos que se designen como opcionales y de acuerdo con todos los estándares aplicables y especificaciones de implementación adoptadas en esta parte:",0,0,0,,,,,,
(a) Clínico.,0,0,0,,,,,,
(1) Entrada de pedidos de proveedores computarizada.,0,0,0,,,,,,
Permita que un usuario registre cambios electrónicamente y acceda a los siguientes tipos de pedidos como mínimo:,0,0,0,,,,,,
(i) Medicamentos;,0,0,0,,,,,,
(ii) Laboratorio; y,0,0,0,,,,,,
(iii) Radiología o imágenes.,0,0,0,,,,,,
(2) Verificaciones de interacción entre medicamentos y alergias.,0,0,0,,,,,,
(i) Intervenciones.,0,0,0,,,,,,
"Antes de completar y actuar sobre una orden de medicamento durante el ingreso computarizado de órdenes de proveedores (CPOE), las intervenciones deben indicar automática y electrónicamente al usuario las contraindicaciones de medicamentos y alergias a medicamentos según la lista de medicamentos y la lista de alergias a medicamentos del paciente.",0,0,0,,,,,,
(ii) Ajustes.,0,0,0,,,,,,
(A) Permitir que se ajuste el nivel de gravedad de las intervenciones previstas para los controles de interacción entre medicamentos.,0,0,0,,,,,,
(B) Limitar la capacidad de ajustar los niveles de gravedad a un conjunto identificado de usuarios o disponible como función administrativa del sistema.,1,0,1,,,,,,
(3) Demografía.,0,0,0,,,,,,
"(i) Permitir que un usuario registre electrónicamente los cambios y acceda a los datos demográficos del paciente, incluido el idioma preferido, el sexo, la raza, el origen étnico y la fecha de nacimiento.",0,0,0,,,,,,
(A) Permitir que se registre la raza y el origen étnico de acuerdo con el estándar especificado en § 170.207(f) y si un paciente se niega a especificar la raza y posiblemente el origen étnico.,0,0,0,,,,,,
(B) Permitir que se registre el idioma preferido de acuerdo con el estándar especificado en § 170.207(g) y si un paciente se niega a especificar un idioma preferido.,0,0,0,,,,,,
(ii) Solo en entornos hospitalarios.,0,0,0,,,,,,
Permitir que un usuario registre electrónicamente cambios y acceda a la causa preliminar de muerte en caso de mortalidad.,0,0,0,,,,,,
(4) Índice de masa corporal de signos vitales y tablas de crecimiento.,0,0,0,,,,,,
(i) Signos vitales.,0,0,0,,,,,,
"Permita que un usuario registre electrónicamente los cambios y acceda como mínimo a la altura o longitud del paciente, peso y presión arterial.",0,0,0,,,,,,
"La altura o longitud, el peso y la presión arterial deben registrarse únicamente en valores numéricos.",0,0,0,,,,,,
(ii) Calcular el índice de masa corporal.,0,0,0,,,,,,
Calcule automáticamente y muestre electrónicamente el índice de masa corporal según la altura y el peso del paciente.,0,0,0,,,,,,
(iii) Opcional: trazar y mostrar gráficos de crecimiento.,0,0,0,,,,,,
"Trazar y mostrar electrónicamente, previa solicitud, tablas de crecimiento para pacientes.",0,0,0,,,,,,
(5) Lista de problemas.,0,0,0,,,,,,
Permita que un usuario registre electrónicamente los cambios y acceda a la lista de problemas activos de un paciente:,0,0,0,,,,,,
(i) Entorno ambulatorio.,0,0,0,,,,,,
"Durante múltiples encuentros de acuerdo con, como mínimo, la versión del estándar especificado en § 170.207(a)(3); o",0,0,0,,,,,,
(ii) Entorno de internación.,0,0,0,,,,,,
"Durante toda la hospitalización de acuerdo con, como mínimo, la versión del estándar especificado en § 170.207(a)(3).",0,0,0,,,,,,
(6) Lista de medicamentos.,0,0,0,,,,,,
"Permita que un usuario registre electrónicamente los cambios y acceda a la lista de medicamentos activos de un paciente, así como al historial de medicamentos:",0,0,0,,,,,,
(i) Entorno ambulatorio.,0,0,0,,,,,,
Durante múltiples encuentros; o,0,0,0,,,,,,
(ii) Entorno de internación.,0,0,0,,,,,,
Durante toda una hospitalización.,0,0,0,,,,,,
(7) Lista de alergias a medicamentos.,0,0,0,,,,,,
"Permita que un usuario registre electrónicamente los cambios y acceda a la lista de alergias a medicamentos activos de un paciente, así como al historial de alergias a medicamentos:",0,0,0,,,,,,
(i) Entorno ambulatorio.,0,0,0,,,,,,
Durante múltiples encuentros; o,0,0,0,,,,,,
(ii) Entorno de internación.,0,0,0,,,,,,
Durante toda una hospitalización.,0,0,0,,,,,,
(8) Apoyo a la decisión clínica.,0,0,0,,,,,,
(i) Intervenciones de apoyo a la toma de decisiones basadas en evidencia.,0,0,0,,,,,,
"Permitir que un conjunto limitado de usuarios identificados seleccione (es decir, active) una o más intervenciones electrónicas de apoyo a la toma de decisiones clínicas (además de la verificación de contraindicaciones de medicamentos y alergias a medicamentos) en función de cada una y al menos una combinación de los siguientes datos:",0,0,0,,,,,,
(A) Lista de problemas;,0,0,0,,,,,,
(B) Lista de medicamentos;,0,0,0,,,,,,
(C) Lista de alergias a medicamentos;,0,0,0,,,,,,
(D) Demografía;,0,0,0,,,,,,
(E) Pruebas de laboratorio y valores o resultados; y,0,0,0,,,,,,
(F) Signos vitales.,0,0,0,,,,,,
(ii) Apoyo a la decisión clínica referencial vinculado.,0,0,0,,,,,,
(A) La tecnología EHR debe poder:,0,0,0,,,,,,
(1) Identificar electrónicamente para un usuario información de referencia terapéutica y diagnóstica; o,0,0,0,,,,,,
(2) Identificar electrónicamente para un usuario información de referencia terapéutica y de diagnóstico de acuerdo con el estándar especificado en § 170.204(b) y las especificaciones de implementación en § 170.204 (b)(1) o (2).,0,0,0,,,,,,
"(B) Para el párrafo (a)(8)(ii)(A) ​​de esta sección, la tecnología EHR debe poder identificar electrónicamente para un usuario información de referencia terapéutica o de diagnóstico basada en cada uno y al menos una combinación de los datos a los que se hace referencia en los párrafos (a)(8)(i)(A) ​​a (F) de esta sección.",0,0,0,,,,,,
(iii) Clinical decision support configuration.,0,0,0,,,,,,
(A) Enable interventions and reference resources specified in paragraphs (a)(8)(i) and (ii) of this section to be configured by a limited set of identified users (e.g.  system administrator) based on a user's role.,0,0,0,,,,,,
(B) EHR technology must enable interventions to be electronically triggered:,0,0,0,,,,,,
( 1 ) Basado en los datos a los que se hace referencia en los párrafos (a)(8)(i)(A) ​​al (F) de esta sección.,0,0,0,,,,,,
"( 2 ) Cuando los medicamentos, alergias y problemas de medicamentos de un paciente se incorporan a partir de una transición de atención o un resumen de remisión recibido de conformidad con el párrafo (b)(1)(iii) de esta sección.",0,0,0,,,,,,
( 3 ) Sólo en entorno ambulatorio.,0,0,0,,,,,,
Cuando las pruebas de laboratorio y los valores o resultados de un paciente se incorporan de conformidad con el párrafo (b)(5)(i)(A)(1) de esta sección.,0,0,0,,,,,,
(iv) Interactuar automática y electrónicamente.,0,0,0,,,,,,
Las intervenciones activadas de acuerdo con los párrafos (a)(8)(i) a (iii) de esta sección deben ocurrir automática y electrónicamente cuando un usuario interactúa con la tecnología EHR.,0,0,0,,,,,,
(v) Atributos de origen.,0,0,0,,,,,,
Permita que un usuario revise los atributos como se indica para todos los recursos de apoyo a la toma de decisiones clínicas:,0,0,0,,,,,,
(A) Para intervenciones de apoyo a decisiones basadas en evidencia según el párrafo (a)(8)(i) de esta sección:,0,0,0,,,,,,
( 1 ) Cita bibliográfica de la intervención (investigación clínica o guía);,0,0,0,,,,,,
( 2 ) Desarrollador de la intervención (traducción de una investigación clínica o guía);,0,0,0,,,,,,
( 3 ) Fuente de financiamiento de la implementación técnica del desarrollo de la intervención; y,0,0,0,,,,,,
"( 4 ) Fecha(s) de publicación y, si corresponde, de revisión de la intervención o fuente de referencia.",0,0,0,,,,,,
"(B) Para el apoyo a la decisión clínica referencial vinculado en el párrafo (a)(8)(ii) de esta sección y las verificaciones de interacción entre medicamentos y alergias en el párrafo (a)(2) de esta sección, el desarrollador de la intervención y donde se indique clínicamente la cita bibliográfica de la intervención (investigación clínica o guía).",0,0,0,,,,,,
(9) Notas electrónicas.,0,0,0,,,,,,
Permitir a un usuario registrar electrónicamente el acceso a cambios y buscar notas electrónicas.,0,0,0,,,,,,
(10) Verificaciones del formulario de medicamentos.,0,0,0,,,,,,
La tecnología EHR debe verificar automática y electrónicamente si existe un formulario de medicamentos (o una lista de medicamentos preferidos) para un paciente y un medicamento determinados.,0,0,0,,,,,,
(11) Situación tabáquica.,0,0,0,,,,,,
Permitir que un usuario registre electrónicamente los cambios y acceda al estado de tabaquismo de un paciente de acuerdo con el estándar especificado en § 170.207(h).,0,0,0,,,,,,
(12) Resultados de la imagen.,0,0,0,,,,,,
Indicar electrónicamente a un usuario la disponibilidad de las imágenes e interpretaciones narrativas de un paciente (relacionadas con las pruebas radiográficas u otras pruebas de diagnóstico) y permitir el acceso electrónico a dichas imágenes e interpretaciones narrativas.,0,0,0,,,,,,
(13) Historia de salud familiar.,0,0,0,,,,,,
Permita que un usuario registre electrónicamente los cambios y acceda al historial médico familiar de un paciente de acuerdo con:,0,0,0,,,,,,
"(i) Como mínimo, la versión de la norma especificada en § 170.207(a)(3); o",0,0,0,,,,,,
(ii) El estándar especificado en § 170.207(j).,0,0,0,,,,,,
(14) Creación de lista de pacientes.,0,0,0,,,,,,
Permita que un usuario seleccione electrónica y dinámicamente el acceso a ordenar y cree listas de pacientes por: fecha y hora; y en base a cada uno y al menos una combinación de los siguientes datos:,0,0,0,,,,,,
(i) Problemas;,0,0,0,,,,,,
(ii) Medicamentos;,0,0,0,,,,,,
(iii) Alergias a medicamentos;,0,0,0,,,,,,
(iv) Demografía;,0,0,0,,,,,,
(v) Pruebas de laboratorio y valores o resultados; y,0,0,0,,,,,,
(vi) Solo entorno ambulatorio.,0,0,0,,,,,,
Preferencias de comunicación del paciente.,0,0,0,,,,,,
(15) Recursos educativos específicos para pacientes.,0,0,0,,,,,,
La tecnología EHR debe poder identificar electrónicamente para un usuario recursos educativos específicos del paciente basados ​​en los datos incluidos en la lista de medicamentos de la lista de problemas del paciente y en las pruebas y valores o resultados de laboratorio:,0,0,0,,,,,,
(i) De acuerdo con el estándar especificado en § 170.204(b) y las especificaciones de implementación en § 170.204(b)(1) o (2); y,0,0,0,,,,,,
(ii) Por cualquier medio distinto del método especificado en el párrafo (a)(15)(i) de esta sección.,0,0,0,,,,,,
(16) Solo en entornos hospitalarios: registro electrónico de administración de medicamentos.,0,0,0,,,,,,
(i) ¿En combinación con una tecnología de asistencia que proporcione información automatizada sobre los “derechos”? especificado en los párrafos (a)(16)(i)(A) ​​a (E) de esta sección permite al usuario verificar electrónicamente lo siguiente antes de administrar medicamentos:,0,0,0,,,,,,
(A) Paciente derecho.,0,0,0,,,,,,
El paciente al que se le va a administrar el medicamento coincide con el medicamento que se va a administrar.,0,0,0,,,,,,
(B) Medicación adecuada.,0,0,0,,,,,,
La medicación a administrar coincide con la medicación indicada para el paciente.,0,0,0,,,,,,
(C) Dosis correcta.,0,0,0,,,,,,
La dosis del medicamento a administrar coincide con la dosis del medicamento recetada para el paciente.,0,0,0,,,,,,
(D) Ruta correcta.,0,0,0,,,,,,
La ruta de entrega del medicamento coincide con la ruta especificada en la orden del medicamento.,0,0,0,,,,,,
(E) Momento adecuado.,0,0,0,,,,,,
La hora a la que se ordenó administrar el medicamento en comparación con la hora actual.,0,0,0,,,,,,
(ii) Documentación correcta.,0,0,0,,,,,,
Registrar electrónicamente la hora y fecha de acuerdo con el estándar especificado en § 170.210(g) y la identificación del usuario cuando se administra un medicamento.,1,0,1,,,,,,
(17) Sólo en entornos hospitalarios: directivas anticipadas.,0,0,0,,,,,,
Permitir que un usuario registre electrónicamente si un paciente tiene una directiva anticipada.,0,0,0,,,,,,
(b) Coordinación de cuidados.,0,0,0,,,,,,
(1) Transiciones de atención: recibir visualización e incorporar resúmenes de transición de atención o derivaciones.,0,0,0,,,,,,
(i) Recibir.,0,0,0,,,,,,
La tecnología EHR debe poder recibir electrónicamente transición de atención o resúmenes de derivación de acuerdo con:,0,0,0,,,,,,
(A) La norma especificada en § 170.202(a).,0,0,0,,,,,,
(B) Opcional.,0,0,0,,,,,,
Las normas especificadas en § 170.202(a) y (b).,0,0,0,,,,,,
(C) Opcional.,0,0,0,,,,,,
Las normas especificadas en § 170.202(b) y (c).,0,0,0,,,,,,
(ii) Visualización.,0,0,0,,,,,,
La tecnología EHR debe poder mostrar electrónicamente en formato legible por humanos los datos incluidos en la transición de la atención o los resúmenes de derivación recibidos y formateados de acuerdo con cualquiera de los siguientes estándares (y especificaciones de implementación aplicables) especificados en: § 170.205(a)(1) § 170.205(a)(2) y § 170.205(a)(3).,0,0,0,,,,,,
(iii) Incorporar.,0,0,0,,,,,,
"Al recibir una transición de atención o un resumen de remisión formateado de acuerdo con el estándar adoptado en § 170.205(a)(3), la tecnología EHR debe poder:",0,0,0,,,,,,
(A) Paciente correcto.,0,0,0,,,,,,
Demostrar que la transición de la atención o el resumen de derivación recibido coincide o puede coincidir adecuadamente con el paciente correcto.,0,0,0,,,,,,
(B) Incorporación de datos.,0,0,0,,,,,,
Incorporar electrónicamente los siguientes datos expresados ​​según la(s) norma(s) especificada(s):,0,0,0,,,,,,
( 1 ) Medicamentos.,0,0,0,,,,,,
"Como mínimo, la versión de la norma especificada en § 170.207(d)(2);",0,0,0,,,,,,
( 2 ) Problemas.,0,0,0,,,,,,
"Como mínimo, la versión de la norma especificada en § 170.207(a)(3);",0,0,0,,,,,,
(3) Alergias a medicamentos.,0,0,0,,,,,,
"Como mínimo, la versión de la norma especificada en § 170.207(d)(2).",0,0,0,,,,,,
(C) Vistas en sección.,0,0,0,,,,,,
Extraiga y permita la visualización individual de cada sección o secciones adicionales (y la información del encabezado del documento adjunto) que se incluyeron en una transición de atención o resumen de remisión recibido y formateado de acuerdo con el estándar adoptado en § 170.205(a)(3).,0,0,0,,,,,,
(2) Transiciones de atención: crear y transmitir resúmenes de transición de atención o derivaciones.,0,0,0,,,,,,
(i) Crear.,0,0,0,,,,,,
Permitir que un usuario cree electrónicamente una transición de atención o un resumen de referencia formateado de acuerdo con el estándar adoptado en § 170.205(a)(3) que incluya como mínimo el conjunto de datos común de MU y los siguientes datos expresados ​​cuando corresponda de acuerdo con los estándares especificados:,0,0,0,,,,,,
(A) Diagnósticos de encuentro.,0,0,0,,,,,,
"La norma especificada en § 170.207(i) o, como mínimo, la versión de la norma especificada en § 170.207(a)(3);",0,0,0,,,,,,
(B) Vacunas.,0,0,0,,,,,,
El estándar especificado en § 170.207(e)(2);,0,0,0,,,,,,
(C) Estado cognitivo;,0,0,0,,,,,,
(D) Estado funcional; y,0,0,0,,,,,,
(E) Sólo en entorno ambulatorio.,0,0,0,,,,,,
El motivo de la remisión; y el nombre del proveedor de referencia o en transición y la información de contacto del consultorio.,0,0,0,,,,,,
(F) Solo en entornos hospitalarios.,0,0,0,,,,,,
Instrucciones de alta.,0,0,0,,,,,,
(ii) Transmitir.,0,0,0,,,,,,
Permitir que un usuario transmita electrónicamente la transición de atención o el resumen de derivación creado en el párrafo (b)(2)(i) de esta sección de acuerdo con:,0,0,0,,,,,,
(A) La norma especificada en § 170.202(a).,0,0,0,,,,,,
(B) Opcional.,0,0,0,,,,,,
Las normas especificadas en § 170.202(a) y (b).,0,0,0,,,,,,
(C) Opcional.,0,0,0,,,,,,
Las normas especificadas en § 170.202(b) y (c).,0,0,0,,,,,,
(3) Prescripción electrónica.,0,0,0,,,,,,
